@0 B(2)
@0 B(1)
@0 B(3)
@0 M(0,92.65031306322982)
@0 M(2,181.59863908263364)
@0 M(3,61.79439819694856)
@0 M(2,89.82116758532051)
@0 M(3,8.669091040758126)
@0 M(0,101.7507318559318)
@0 M(3,164.60581588162782)
@0 M(0,100.9494141907228)
@0 M(0,115.87732151895757)
@0 M(0,65.96943124444846)
@0 M(1,68.78857348864551)
@0 M(3,51.777153037361366)
@0 M(0,64.05148296848108)
@0 M(2,83.97892682990758)
@0 M(0,91.05321027645057)
@0 M(1,167.78447743180465)
@0 M(3,110.47988915366223)
@0 M(1,131.3619424171753)
@0 M(3,44.85152618550654)
@0 M(0,1.3072925398771584)
@0 M(2,31.818291156514576)
@0 M(2,19.720452671521294)
@0 M(0,107.96759907580548)
@0 M(3,80.17199666080847)
@0 M(1,184.92919202614485)
@0 M(0,83.08460274287779)
@0 M(1,66.68703896477095)
@0 M(0,59.568327483497455)
@0 M(2,163.89600289054496)
@0 M(0,97.53240994882879)
@0 M(2,81.04109714612429)
@0 M(3,63.375535773692526)
@0 M(3,48.0447886718508)
@0 M(0,58.354655594328065)
@0 M(0,177.3427096771922)
@0 M(2,30.468669174064967)
@0 M(2,187.35158393791633)
@0 M(1,162.78731709743462)
@0 M(3,93.18818863944816)
@0 M(2,118.46171088350393)
@0 M(3,159.9881231509835)
@0 M(1,79.4583891411237)
@0 M(3,66.5535148410329)
@0 M(1,45.783612072955094)
@0 M(3,127.24267278710909)
@0 M(2,18.010826535371717)
@0 M(3,95.6918635278925)
@0 M(2,47.87308277232809)
@0 M(3,0.2690660162367742)
@0 M(2,5.195778437595355)
@0 M(1,65.21797360554974)
@0 M(1,46.181923935754995)
@0 M(1,57.21785807507882)
@0 M(2,118.41173214315761)
@0 M(3,23.87193329398518)
@0 M(1,175.8985855938815)
@0 M(0,129.41601596183918)
@0 M(2,122.80493072017265)
@0 M(0,9.089726057142755)
@0 M(3,169.030878240807)
@0 M(3,162.0139903024278)
@0 M(2,77.52679611782469)
@0 M(3,99.53658170995581)
@0 M(3,107.85636256941622)
@0 M(1,179.22709505089003)
@0 M(3,161.2118772958399)
@0 M(0,91.78061630584678)
@0 M(2,11.416234009234039)
@0 M(2,194.86780940247817)
@0 M(2,64.67177254100365)
@0 M(0,81.68222163271001)
@0 M(1,93.57701874525499)
@0 M(2,129.1927570408826)
@0 M(2,69.06301878689021)
@0 M(0,83.93387472929483)
@0 M(0,45.41929080360356)
@0 M(0,197.28227245387274)
@0 M(0,89.27299929858248)
@0 M(1,61.832884891953846)
@0 M(2,55.96738647457049)
@0 M(0,45.596119992621695)
@0 M(0,186.4039137419616)
@0 M(1,162.4619862125059)
@0 M(1,38.57519589567684)
@0 M(2,36.9421626779328)
@0 M(2,87.37576644162533)
@0 M(0,68.97246002285821)
@0 M(2,1.6864910799576416)
@0 M(0,106.5484851767591)
@0 E(0)
@0 M(2,161.18859916288838)
@0 M(3,55.08861286798816)
@0 B(0)
@0 M(1,64.02580283001025)
@0 M(2,154.29438589513117)
@0 M(2,100.91237907481056)
@0 M(2,192.29304908393146)
@0 M(0,121.65068482681842)
@0 M(0,167.11031175531318)
@0 M(0,21.67966264347072)
@0 M(3,125.65055977260322)
@0 M(2,56.86911030922948)
@0 M(3,191.45672453107363)
@0 M(1,28.29292396363694)
@0 M(0,38.088331835346764)
@0 M(1,92.96302238323555)
@0 M(0,161.9336703947718)
@0 M(3,124.51853962412842)
@0 M(2,124.68969008482456)
@0 M(3,57.69676242764186)
@0 M(0,106.18525435918332)
@0 M(0,28.574559615753834)
@0 M(3,42.862291008056545)
@0 M(2,26.332722674621813)
@0 M(3,93.25546448565566)
@0 M(3,93.79945965880303)
@0 M(0,31.894235464076836)
@0 M(3,30.10745907488168)
@0 M(3,71.54597404700034)
@0 M(1,31.34892299071881)
@0 M(3,112.58049733543123)
@0 M(3,111.9606477583573)
@0 M(0,7.247252749515365)
@0 M(2,30.799378197843374)
@0 M(3,118.95169176172577)
@0 M(3,103.26463384742883)
@0 M(2,20.57504187825032)
@0 M(2,6.1343973183765055)
@0 M(1,171.08405690049776)
@0 M(1,19.940112260049723)
@0 M(2,97.65060491974099)
@0 M(3,39.67920342174445)
@0 M(0,130.20720064430557)
@0 M(1,60.8023574385828)
@0 M(0,22.52800009977889)
@0 M(3,184.31983063092977)
@0 M(2,145.1415015599661)
@0 M(2,111.97626368276612)
@0 M(3,27.485492636951882)
@0 M(0,45.95145163896785)
@0 M(0,3.9055535285051457)
@0 E(3)
@0 M(0,111.19208101820821)
@0 M(0,136.4801125387946)
@0 B(3)
@0 M(3,112.49352087254965)
@0 M(1,86.48809105053242)
@0 M(0,128.52949769186642)
@0 M(2,108.42494288863007)
@0 M(1,33.323784094584695)
@0 M(2,45.238046025973254)
@0 M(2,1.1948656526379997)
@0 M(0,71.16635224743632)
@0 M(0,156.34795309557444)
@0 M(3,153.01134671722764)
@0 M(2,177.88427227706654)
@0 M(0,167.0385865363159)
@0 M(2,150.03205370526385)
@0 M(0,85.5476122337757)
@0 M(3,130.3591214537504)
@0 M(0,17.557417260096607)
@0 M(2,136.44056623361683)
@0 M(3,107.18128361876114)
@0 M(1,29.14465838132636)
@0 M(0,192.01911421192264)
@0 M(1,152.3108557353362)
@0 M(0,172.7690999592699)
@0 M(2,106.6616995325822)
@0 M(3,66.43252238838686)
@0 M(3,23.448599100751277)
@0 M(3,55.891709863573034)
@0 M(2,9.108909191699222)
@0 M(3,104.72514516902136)
@0 M(1,99.73571687714204)
@0 M(0,25.0962855758152)
@0 M(3,112.14147428120536)
@0 M(3,129.25130953941613)
@0 M(3,160.03215754550638)
@0 M(2,30.280370537173873)
@0 M(1,170.70867302109997)
@0 M(3,174.35822590531535)
@0 M(0,111.17011108877199)
@0 M(3,190.82842527723767)
@0 M(3,121.65104951522639)
@0 M(2,60.589412170448576)
@0 M(3,12.225262425427497)
@0 M(1,17.00611791062514)
@0 M(0,149.4491106482247)
@0 M(0,137.78118765299334)
@0 M(1,6.583314621063852)
@0 M(2,104.0819287114031)
@0 M(3,175.6018230207981)
@0 M(1,156.817077483188)
@0 M(0,196.35574765224783)
@0 M(3,98.15356209679163)
@0 M(3,112.1108463221876)
@0 M(2,96.79019227008787)
@0 M(3,30.81309659729523)
@0 M(2,26.97970609212672)
@0 M(2,31.06704390693762)
@0 M(3,114.41559557987047)
@0 M(3,171.31588560513958)
@0 M(1,63.23763363159789)
@0 M(1,70.98678721782088)
@0 M(0,189.0765660510492)
@0 M(1,89.53336983397841)
@0 E(3)
@0 B(3)
@0 M(3,83.33419580364504)
@0 M(1,157.75402461711997)
@0 M(0,0.018783216378737144)
@0 M(2,88.12384796996359)
@0 M(1,38.26264158958781)
@0 M(3,80.21990114139011)
@0 M(0,110.7657348176307)
@0 M(3,40.74449498784454)
@0 M(0,95.56767863777391)
@0 M(3,37.91608738687504)
@0 M(3,19.005768822401304)
@0 M(0,41.02659572369913)
@0 M(2,85.8614958693914)
@0 M(3,80.93442147210384)
@0 M(3,165.82628785538736)
@0 M(1,9.38349031263581)
@0 M(2,79.66421213525732)
@0 M(1,73.57584912098541)
@0 M(0,137.6157041772322)
@0 M(2,127.08205923397713)
@0 M(2,132.3108624435325)
@0 M(2,73.30031345283562)
@0 M(2,68.59572065234683)
@0 M(0,79.64042189168639)
@0 E(2)
@0 B(2)
@0 M(3,79.45361645345723)
@0 M(3,21.69580601934429)
@0 M(2,32.09055628264132)
@0 M(1,96.2207889383112)
@0 M(2,192.84347305889963)
@0 M(2,117.97952896443948)
@0 M(3,112.506659721716)
@0 M(0,61.71641415681406)
@0 M(3,86.1389747569163)
@0 M(0,52.580693303781814)
@0 M(2,144.89528093369236)
@0 M(2,167.29594578770877)
@0 M(3,138.05548818115832)
@0 M(1,102.88716331434861)
@0 M(1,11.54396554548265)
@0 M(1,164.34280788054352)
@0 M(2,32.97017668181854)
@0 M(1,97.84755253846973)
@0 M(1,87.85137203662765)
@0 M(1,102.73419380980302)
@0 M(2,14.30928004750629)
@0 M(2,117.21336443699384)
@0 M(3,161.22340157215675)
@0 M(1,65.8395141645788)
@0 M(2,9.726067840006003)
@0 M(2,18.427234709079453)
@0 M(2,20.98474909381851)
@0 M(3,60.13542006930439)
@0 M(1,171.37801262636964)
@0 M(0,55.7911883544393)
@0 M(0,91.95929356146651)
@0 M(3,131.3373354321587)
@0 M(0,34.57585514268402)
@0 M(3,38.50999489232698)
@0 M(0,142.8352630361476)
@0 M(1,119.31044939508514)
@0 M(3,68.91580701826052)
@0 M(1,172.56277222616288)
@0 M(1,125.44662727689368)
@0 M(3,157.56595438318894)
@0 M(2,173.14305139438147)
@0 M(1,76.5872135821626)
@0 M(0,117.36118126178366)
@0 M(0,181.2427534101907)
@0 M(2,66.75173791996252)
@0 M(1,84.9122052625254)
@0 M(0,197.77834083333863)
@0 M(1,55.868727115952254)
@0 M(0,81.8964372575915)
@0 M(0,64.1072026369028)
@0 M(1,50.17480302964206)
@0 M(0,109.38422984119882)
@0 M(0,79.5617709575097)
@0 M(0,123.25864161811238)
@0 M(1,162.86586274771173)
@0 M(2,194.28366560098712)
@0 M(3,117.70838476177981)
@0 M(3,73.71718487520657)
@0 M(1,10.580258176711066)
@0 M(0,164.2336735310188)
@0 M(2,69.85335208957615)
@0 M(0,185.28973581287852)
@0 M(1,54.97894028040833)
@0 M(3,98.34548481475234)
@0 M(2,155.3432435076338)
@0 M(0,133.85118344385086)
@0 M(0,136.2442058952377)
@0 M(1,35.57801608891123)
@0 M(3,194.37546349739944)
@0 M(1,82.37742653071776)
@0 M(1,114.40902247584785)
@0 M(2,194.3235570248086)
@0 M(3,5.374491326958553)
@0 M(1,132.24144381201032)
@0 M(3,106.58494125012248)
@0 M(0,145.23781875865689)
@0 M(2,50.58039243683308)
@0 M(3,120.60083405113238)
@0 M(3,169.70634504149234)
@0 M(2,169.94270440244748)
@0 M(2,174.54129240727303)
@0 M(0,69.90658441101614)
@0 M(3,154.4832830692939)
@0 M(3,14.075959682590454)
@0 E(1)
@0 M(2,101.5879001274983)
@0 M(2,111.29983832407216)
@0 M(2,110.91081737588682)
@0 B(1)
@0 M(3,45.49685564906743)
@0 M(1,17.765905570721998)
@0 M(1,146.4727221835161)
@0 M(1,193.1215884178966)
@0 M(0,74.3310602958696)
@0 M(2,27.122007079920273)
@0 M(3,146.3534642849194)
@0 M(0,73.66027087871669)
@0 M(3,196.790634579901)
@0 M(0,109.84843560405346)
@0 M(0,127.79753495026091)
@0 M(3,152.31185707359464)
@0 M(1,155.23512573540066)
@0 M(1,145.2486856016108)
@0 M(0,84.1645932972328)
@0 M(0,59.8292216863167)
@0 M(1,63.55548165098859)
@0 M(1,161.61553001026414)
@0 M(1,78.5135843207821)
@0 M(3,10.132028108719604)
@0 M(2,164.30414850839972)
@0 M(1,32.46591674192225)
@0 M(2,19.832134190587713)
@0 M(0,82.68973697951243)
@0 M(0,135.41657351587645)
@0 M(3,109.11164771617055)
@0 M(1,68.0943049098198)
@0 M(2,3.813202661475046)
@0 M(3,189.0429687067399)
@0 M(2,193.97886052361835)
@0 M(0,74.01619262103931)
@0 M(3,171.64064708257328)
@0 M(1,11.94033442652338)
@0 M(3,26.197600041122058)
@0 M(2,16.59445140821829)
@0 M(1,11.942124358251682)
@0 M(2,102.96913891309943)
@0 M(2,153.71811497598057)
@0 M(2,27.65864215030358)
@0 M(2,40.557273393353995)
@0 M(1,148.8218161925455)
@0 M(0,34.14889947814246)
@0 M(3,81.28971009056454)
@0 M(3,164.56513273636583)
@0 M(3,160.5738548464958)
@0 M(2,45.45756188679155)
@0 M(2,8.701182596290845)
@0 M(2,184.83083598222169)
@0 E(0)
@0 M(2,123.27592794553937)
@0 M(2,157.1423745781698)
@0 M(2,179.75069651204709)
@0 M(1,154.04306816255976)
@0 M(3,127.44557799671314)
@0 B(0)
@0 M(1,173.82638010019951)
@0 M(3,3.297222117490284)
@0 M(1,133.4143428830482)
@0 M(3,49.460068428097934)
@0 M(3,147.49949631975628)
@0 M(0,6.0920655143385405)
@0 M(0,71.40397344067738)
@0 M(2,11.112936888798309)
@0 M(2,100.75342072218464)
@0 M(3,108.72168288473554)
@0 M(1,110.24120058888256)
@0 M(3,127.21028332737272)
@0 M(2,164.73186524121863)
@0 M(3,159.8265793701644)
@0 M(1,176.88978045822032)
@0 M(2,176.114773276462)
@0 M(3,39.077225890705655)
@0 M(3,197.96945961629683)
@0 M(0,138.19118522218483)
@0 M(0,94.83486555591394)
@0 M(3,131.222541561837)
@0 M(1,60.84620702482499)
@0 M(2,35.28298640087544)
@0 M(0,55.52669369306411)
@0 M(2,158.30477170683864)
@0 M(3,146.4013717224516)
@0 M(1,52.347102100034746)
@0 M(3,124.2217957431617)
@0 M(1,16.43773520292826)
@0 M(0,179.8846632084011)
@0 M(1,101.23065818769041)
@0 M(0,98.42835609436615)
@0 M(2,110.21546522433773)
@0 M(1,29.9056738966327)
@0 M(0,173.65084038236427)
@0 M(3,52.611856479164885)
@0 M(0,46.932873917214145)
@0 M(2,150.62168780712676)
@0 M(1,95.98136366448202)
@0 M(1,104.69830490545576)
@0 M(0,38.74563749094175)
@0 M(1,100.99305543644752)
@0 M(1,57.64186563205047)
@0 M(1,154.9725965624138)
@0 M(2,179.910562700566)
@0 M(2,106.93812926537838)
@0 M(2,187.9657084987106)
@0 M(0,77.42581464484984)
@0 M(0,77.35214024785017)
@0 M(3,7.887734058157503)
@0 M(2,199.50458074647423)
@0 M(3,103.0317180090158)
@0 M(2,145.43747801143186)
@0 M(2,105.25592132325865)
@0 M(2,2.555481147790273)
@0 M(0,120.80042943243893)
@0 M(1,33.46475014785979)
@0 M(1,38.08864488716941)
@0 M(3,122.58120065417546)
@0 M(0,22.425380758570324)
@0 M(1,72.00894571824661)
@0 M(3,121.71647824860482)
@0 M(1,39.051979312061746)
@0 M(3,30.059969219723893)
@0 M(2,11.261826202892511)
@0 M(2,74.73942245758565)
@0 M(2,46.40722405909954)
@0 M(0,77.65708643070475)
@0 M(2,179.32188519565165)
@0 M(0,75.87844272889306)
@0 M(3,5.384888732547366)
@0 M(2,109.08427491296744)
@0 M(2,55.199835928627735)
@0 M(3,6.415700870226049)
@0 M(3,65.35078632896251)
@0 M(1,158.99421196826958)
@0 M(2,79.62271104911667)
@0 M(1,95.27796456807658)
@0 M(1,127.3333125128074)
@0 M(2,109.70791672726334)
@0 M(2,181.3806541755008)
@0 M(3,148.43800765233303)
@0 M(0,158.76230749017165)
@0 M(1,143.53964179489193)
@0 M(1,18.37934865299271)
@0 M(3,96.30067316173782)
@0 M(1,189.02767298554537)
@0 M(0,139.41404660157133)
@0 M(1,61.119189875803755)
@0 M(0,187.93165059237126)
@0 M(2,65.32721870681308)
@0 M(0,105.73230913890977)
@0 M(0,29.696170867943138)
@0 M(0,156.165673098257)
@0 M(0,185.55728766991368)
@0 M(1,77.49122853251038)
@0 M(1,82.20965166662448)
@0 M(3,74.78391644907225)
@0 M(1,38.14171883390558)
@0 M(3,172.53350804483094)
@0 M(1,120.88599485905061)
@0 M(2,185.86332004430488)
@0 M(0,145.3623891787791)
@0 M(0,40.33034979324959)
@0 M(1,154.25900636616842)
@0 M(3,24.61982265280036)
@0 M(1,90.15513093246537)
@0 M(1,13.947697785504797)
@0 M(0,144.46015699231063)
@0 M(0,34.022471245854646)
@0 M(2,63.413224563899774)
@0 M(0,61.26193119474479)
@0 M(1,99.31864412825435)
@0 M(0,184.8854490326639)
@0 M(3,84.19321303989551)
@0 M(2,44.93237089022113)
@0 M(3,8.942380914643522)
@0 M(3,169.18845238058182)
@0 M(1,95.24875514180806)
@0 M(1,132.75362836901854)
@0 M(1,147.81961298476628)
@0 M(0,159.24613336086085)
@0 M(1,166.0121582341298)
@0 M(0,95.73001659242529)
@0 M(3,153.5736197535449)
@0 M(2,22.947163883474666)
@0 M(3,70.90839158960576)
@0 M(2,177.11397498290572)
@0 E(0)
@0 M(2,149.3852165019718)
@0 M(3,87.86466267558075)
@0 M(3,57.50704644116282)
@0 M(1,147.6537314125932)
@0 M(3,179.43166256486674)
@0 M(1,92.68295972875332)
@0 M(3,175.44307159723814)
@0 B(0)
@0 M(2,35.20893497684037)
@0 M(0,193.0845798252501)
@0 M(3,192.7863749995839)
@0 M(0,108.98802489365029)
@0 M(2,42.000317850750626)
@0 M(3,78.12579440329192)
@0 M(2,138.8535615148307)
@0 M(2,57.681724244199884)
@0 M(1,121.8183281405996)
@0 M(3,158.51306514706212)
@0 E(2)
@0 M(0,59.93328634982231)
@0 M(3,69.93235193640753)
@0 M(1,34.0917119971365)
@0 M(1,66.94692141012493)
@0 M(0,168.7218210675516)
@0 B(2)
@0 M(3,79.68236031799496)
@0 M(1,108.7992136803638)
@0 M(0,192.0467835207579)
@0 M(3,136.5249478979741)
@0 M(0,130.3667269630486)
@0 M(3,173.48185196049474)
@0 M(1,118.23095815309766)
@0 M(3,94.31118250779112)
@0 M(1,149.98944690854833)
@0 M(2,20.15639913434082)
@0 M(2,153.21752975920228)
@0 M(1,64.91285690501012)
@0 M(1,176.22238284873455)
@0 M(1,53.79038931133091)
@0 M(0,139.98205016380209)
@0 M(1,44.65923702587406)
@0 M(3,48.58218338825835)
@0 M(2,124.10590469199336)
@0 M(2,41.79062838525236)
@0 M(2,24.790371549412814)
@0 M(2,5.099598161890917)
@0 M(1,74.00021765856137)
@0 M(1,45.75060359977816)
@0 E(3)
@0 M(0,28.581663851847704)
@0 M(0,126.58453055787527)
@0 M(2,58.75286151449195)
@0 M(1,174.35628575688185)
@0 M(1,34.51075555778107)
@0 B(3)
@0 M(1,128.77647471478824)
@0 M(2,188.81130817590105)
@0 M(3,185.60418844054936)
@0 M(3,173.183110868179)
@0 M(3,41.51841796551714)
@0 M(1,35.88429700353046)
@0 M(2,157.34190075478645)
@0 M(3,19.11293063222457)
@0 M(1,35.83873401679525)
@0 M(0,127.66048889849799)
@0 M(3,188.0385864181182)
@0 E(3)
@0 M(1,110.3439576206178)
@0 M(2,88.78749060891553)
@0 B(3)
@0 M(2,38.03442722777761)
@0 M(0,82.29099720323401)
@0 M(1,115.26587423038026)
@0 M(0,148.16224481273062)
@0 M(0,181.23444417598625)
@0 M(1,20.741384944655785)
@0 M(1,147.1458033244327)
@0 M(2,13.137212660002383)
@0 M(0,62.791314153730006)
@0 M(2,186.34649912776482)
@0 M(2,29.721047668988156)
@0 M(0,162.55654350468134)
@0 M(0,38.608786781389945)
@0 M(3,183.27737746184147)
@0 M(2,25.725656500491702)
@0 M(0,64.49724914664405)
@0 M(1,102.56535169366119)
@0 M(3,123.69395240526468)
@0 M(2,171.9890156991023)
@0 M(0,86.44542833273958)
@0 M(1,188.9519400959191)
@0 M(0,73.24516600528908)
@0 M(0,193.4255948884676)
@0 M(2,106.60771160947151)
@0 E(0)
@0 M(1,107.14487530386383)
@0 M(2,0.44845705079854525)
@0 M(3,79.27581248412028)
@0 M(2,10.859972870912094)
@0 M(1,0.9363299940996717)
@0 B(0)
@0 M(3,66.26581566831588)
@0 M(2,72.72203439025277)
@0 M(3,108.79740467798837)
@0 M(1,60.96724231041026)
@0 M(1,12.22576971404643)
@0 M(0,93.63250924844135)
@0 M(2,164.12179377349963)
@0 M(2,62.07009595116118)
@0 M(1,164.16409001717108)
@0 M(3,86.64778070961093)
@0 M(1,67.9590709475989)
@0 M(1,37.35120177411042)
@0 M(1,12.061418906998655)
@0 M(0,131.4321253876223)
@0 E(3)
@0 B(3)
@0 M(1,18.39070923710222)
@0 M(0,88.28697757588859)
@0 M(1,180.75958085217812)
@0 M(3,130.42922047848222)
@0 M(0,118.5975081238597)
@0 M(1,109.27705923307458)
@0 M(0,185.1345671462211)
@0 M(2,76.09259146035687)
@0 M(3,105.93346021392567)
@0 M(2,182.4158166582144)
@0 M(3,38.47972915854439)
@0 M(0,180.6508995446083)
@0 M(1,108.69954452099017)
@0 M(0,17.69663120450009)
@0 M(2,87.60636643611616)
@0 M(1,178.23098735915144)
@0 M(1,182.53596839883878)
@0 M(0,136.7198865103552)
@0 M(2,27.325404089007943)
@0 M(0,98.56866088774869)
@0 M(1,133.21858890806357)
@0 M(2,93.37098446750936)
@0 M(1,16.120629012062548)
@0 M(1,0.49525602306998984)
@0 M(3,79.57593681768367)
@0 M(2,111.05990931250562)
@0 M(2,130.5393359352115)
@0 M(2,111.72910654100303)
@0 M(2,175.81880411313776)
@0 M(0,163.96693068069777)
@0 E(1)
@0 B(1)
@0 M(0,18.050342580302512)
@0 M(2,59.74205453203092)
@0 M(3,85.69977064193858)
@0 M(0,199.37198171435767)
@0 M(2,177.61431332582887)
@0 M(1,184.9008815523377)
@0 M(0,44.809798781424995)
@0 M(3,81.24165364209159)
@0 M(3,193.27444197671414)
@0 M(0,197.53182949431636)
@0 M(1,36.9642558901593)
@0 M(0,155.73655676744502)
@0 M(3,181.1205903721478)
@0 M(2,89.16297510939597)
@0 M(3,34.40831637257467)
@0 M(0,104.54086517232011)
@0 M(3,9.744730616235708)
@0 M(0,89.52060100703547)
@0 M(0,3.52580202659194)
@0 M(2,64.73938936721271)
@0 M(3,46.605779728429965)
@0 M(0,92.12766476428709)
@0 M(3,78.99576704515421)
@0 M(2,75.24511116879327)
@0 M(2,19.51879032702506)
@0 M(2,118.32942498614787)
@0 M(0,89.16464350552087)
@0 M(2,80.64515042848954)
@0 M(3,125.43347210262787)
@0 E(2)
@0 M(0,2.223760224355109)
@0 B(2)
@0 M(1,167.97944052361794)
@0 M(1,172.73251663626198)
@0 M(0,136.5280545499672)
@0 M(0,10.734721551840408)
@0 M(3,83.57253674330876)
@0 M(0,143.83907579067696)
@0 M(2,162.8451450118532)
@0 M(0,21.109360752002317)
@0 M(2,163.20585910792616)
@0 M(3,118.08151999451475)
@0 M(3,55.238879271278904)
@0 M(1,39.12503641738172)
@0 M(0,49.25492281326467)
@0 M(3,182.11050014837528)
@0 M(2,66.16139625605042)
@0 M(2,162.89976601207928)
@0 M(2,93.08460085914906)
@0 M(3,92.36762994839151)
@0 M(1,36.11633825064715)
@0 M(2,155.43869134158504)
@0 M(3,78.09140987501945)
@0 M(2,68.69867367522026)
@0 M(2,5.071139821593995)
@0 M(2,117.60702487197095)
@0 M(1,160.57362970449773)
@0 M(0,35.48767628660079)
@0 M(1,152.7987139535511)
@0 M(3,193.74205354359557)
@0 M(3,124.41625810651074)
@0 M(1,114.320064816795)
@0 M(0,48.532493975947766)
@0 M(2,22.15147409152738)
@0 M(2,84.85304660429527)
@0 M(0,196.85831075196612)
@0 E(0)
@0 M(2,146.88701181388757)
@0 M(2,106.4455579634265)
@0 M(3,88.27114881179845)
@0 M(1,62.372796125022866)
@0 B(0)
@0 M(2,19.68047511654405)
@0 M(3,58.37712230694141)
@0 M(2,0.7844461980894835)
@0 M(0,159.80736705568106)
@0 E(3)
@0 M(1,149.93858212702176)
@0 M(1,0.5097321319514903)
@0 M(1,150.72709036656852)
@0 M(0,25.690774151424844)
@0 M(0,54.64694287636671)
@0 M(0,24.975362307286186)
@0 M(1,175.19782919921374)
@0 M(1,65.2271396023551)
@0 M(0,47.74279878340586)
@0 M(2,48.52312132481735)
@0 M(0,183.66070311142678)
@0 M(1,41.62466900044901)
@0 M(0,136.26594003380944)
@0 M(0,20.294306696504805)
@0 M(1,61.52314997035231)
@0 M(1,6.250234913133146)
@0 B(3)
@0 M(1,53.326070257701154)
@0 M(1,197.8457055114752)
@0 M(2,32.1643819582694)
@0 M(0,64.03988770217603)
@0 M(1,119.69808730460392)
@0 M(1,131.7491608278198)
@0 M(3,197.28381305619115)
@0 M(1,94.37672909593242)
@0 M(3,32.04608728024259)
@0 M(3,83.55007923666749)
@0 M(3,149.57570864220662)
@0 M(1,63.31594783127174)
@0 M(3,186.70962814777926)
@0 M(2,91.90165282177318)
@0 M(2,183.66751619745256)
@0 M(2,89.93988125630776)
@0 M(3,75.5812473220427)
@0 M(3,196.3836807324529)
